session_id,target
1,0.0003285639903605368
2,2.8529056440076614e-06
3,9.310286774653244e-07
4,6.400583956664486e-07
5,0.0001988305156244251
6,7.07909096267336e-05
7,0.0029400711181623677
8,0.0018538361345327738
9,0.00013319682466365456
10,0.0031563444434048295
11,0.0001245780113961852
12,1.6417122773631216e-05
13,7.943619824935072e-05
14,0.022292587449031443
15,0.0009111078744922378
16,0.0003704375023686084
17,0.02080926507859893
18,1.4592470133246291e-05
19,0.002477110992058198
20,2.0421956996316006e-06
21,0.03478338662672051
22,3.36141898789319e-05
23,0.0002682444078353242
24,0.011891759435037166
25,0.07976999204473365
26,1.0322605851471327e-05
27,0.00014082563264684506
28,8.471011613468364e-07
29,0.020572938270411654
30,0.0015430892122438704
31,0.0278502007153947
32,0.017241525477231748
33,0.00012903426363479407
34,1.662035209337593e-05
35,0.018902237791614932
36,0.0006331860005207569
37,8.276290248646207e-08
38,2.877286039856426e-06
39,0.0004198536325990642
40,1.1243323373830128e-05
41,0.0017671605506046108
42,0.006545629281437186
43,0.00010011317028658558
44,0.00011332713112618495
45,0.13997768380060885
46,0.00023453678071634444
47,0.0003537682010566671
48,6.585548127133519e-05
49,0.0002543542753276218
50,8.121273726821566e-06
51,2.4311104749263224e-07
52,0.00011236550845057357
53,0.02286503717187817
54,0.0007714952960088272
55,0.0004031011215020654
56,0.02004974738739348
57,1.603110879066214e-06
58,1.8442885781887194e-05
59,2.1250612347457373e-05
60,2.6501526192579675e-06
61,8.621076815412049e-06
62,0.00024355967379358637
63,1.4695716672787778e-05
64,0.0005917963034924975
65,1.1157917220120836e-05
66,6.0775449840540724e-06
67,0.0001619864226645032
68,0.0016910382517760576
69,0.057011952314218885
70,4.7974129972385256e-05
71,0.001633093522177173
72,0.0005378455860696361
73,0.1734434450257484
74,7.290498921749154e-05
75,0.00021748025982941575
76,0.002357548781138068
77,0.0018508900632732456
78,0.004882281784092099
79,0.000143524640933611
80,8.87993282034723e-06
81,1.2738160622198858e-05
82,0.0015455581642570089
83,1.2466168731954246e-06
84,0.4800742528255203
85,0.00015475309753219913
86,6.108825486391961e-06
87,0.006116125026215382
88,0.0012625496751978113
89,0.0021430120147158493
90,0.05241796735396447
91,3.5349649755062074e-05
92,5.36132292165373e-06
93,0.046168617027950165
94,0.00017724236999289744
95,0.0925384469818577
96,3.143226628251572e-06
97,0.0013478094939465637
98,2.4856570193988912e-05
99,1.987552211047726e-05
100,0.00018937597791206698
101,5.538203263973912e-05
102,0.12511504382193867
103,0.00020161976849361713
104,0.0002851188654005227
105,0.0001719192912082732
106,6.023400530222949e-05
107,0.01462416851285799
108,0.00018015081815024058
109,7.168926315341218e-06
110,1.9463176047622697e-05
111,0.000626014076256617
112,5.398819278123979e-07
113,0.0005992917387230086
114,2.7750939250782737e-06
115,3.9409711271732506e-05
116,3.668570761910524e-05
117,0.0002070666845453655
118,0.006083300361721074
119,0.00027614380419706155
120,0.0011396640037968232
121,1.9492370771565294e-05
122,3.1525141384953286e-05
123,5.7612043958836113e-05
124,0.00026999176561668845
