session_id,target
1,0.002210010440314787
2,4.8115240279074286e-09
3,1.8735616921399148e-08
4,2.3549406014002522e-08
5,3.13197567853753e-05
6,0.00021849734047383254
7,0.0005479731323348226
8,0.00013228107360258886
9,0.0007952298989820487
10,0.1031310721800297
11,3.037648759727957e-05
12,8.642754337043436e-05
13,0.00043765055611306216
14,0.35771385071211603
15,5.020771045981169e-05
16,0.004009541059287104
17,0.015201046601437071
18,3.1937097904827985e-05
19,0.0009342272612375449
20,2.7298978609897503e-07
21,0.062308113012221285
22,5.554191689253169e-08
23,2.8667194897440213e-05
24,0.00033856630531892005
25,0.07177094109315754
26,4.599827503468215e-09
27,0.0006277475845495139
28,3.6937745480575573e-07
29,0.014568340301034433
30,0.00011078436490381314
31,0.013674957948557248
32,0.043836346533579824
33,0.0006207070015196143
34,9.344133618835587e-08
35,0.013394471288534717
36,0.00032667929287338025
37,6.202224741042585e-09
38,1.375553553390822e-08
39,0.00011078436490381314
40,3.001357623814754e-05
41,0.0004425992988508237
42,0.0012580028744037198
43,1.8720458106267902e-06
44,1.4064984290541665e-05
45,0.2434666890913133
46,8.73169981331132e-06
47,0.009252714509373934
48,0.0005913061506444476
49,2.510387140773518e-05
50,9.505342489662302e-06
51,1.2410289616573963e-07
52,6.010547680938803e-06
53,0.03573182825615236
54,0.00010329999626431019
55,6.1482327090531266e-06
56,0.0018048078432859119
57,1.1783068709761114e-06
58,1.5456310256155937e-05
59,1.5878710650109258e-05
60,6.6385679344886755e-06
61,9.054272004145189e-06
62,0.0013678337179108867
63,1.502520604672956e-05
64,3.2155156156405e-05
65,7.062608238440974e-06
66,1.196258669774848e-07
67,0.00019605790982270103
68,0.00015698388850922428
69,0.09147842557322909
70,0.00014675770689532682
71,0.00027203749947621406
72,1.5878710650109258e-05
73,0.03018892936413095
74,4.8115240279074286e-09
75,2.888686735877686e-05
76,0.00036001195534756606
77,0.00017106164256566568
78,0.0015258274735944278
79,7.264375831279733e-06
80,0.0001225465956664244
81,2.360963663411605e-05
82,3.912318316442608e-05
83,3.7315689756802946e-08
84,0.24980113885572858
85,1.3637294604174116e-05
86,6.214498293235739e-07
87,0.001198786146496624
88,0.0005863640986539038
89,0.0003146369382536774
90,0.018060078282653397
91,0.00013070706350713947
92,9.623244099546424e-06
93,0.03280908544799538
94,0.0008489944114323821
95,0.038783764449836215
96,3.3876882934680444e-08
97,9.713014788651698e-05
98,6.852046811966433e-05
99,2.182544503464707e-05
100,0.00010116653331026163
101,0.0005103720027403519
102,0.07067190624610359
103,0.002269448072037831
104,0.0023878904074923733
105,3.736446798369254e-06
106,0.0002782462184563116
107,0.00033269893105314407
108,1.932683126501156e-05
109,1.8136152529544456e-05
110,9.309770608038263e-05
111,0.00014649094133244007
112,2.5771020705941174e-07
113,0.015392874084718587
114,6.6802024066140155e-06
115,0.0001301385983476797
116,0.0008129862829210974
117,0.0014484371857422056
118,0.004408882833570185
119,0.009802797162566273
120,0.00014708961086884662
121,3.892667207382279e-05
122,0.00011078436490381314
123,0.0002835373898246322
124,2.309302495471076e-05
125,0.0016329737939100263
